id,chart_template_id:id,code,name,user_type_id:id,reconcile
tw_191500,l10n_chart_tw_standard_business,191500,預付設備款,account.data_account_type_non_current_assets,FALSE
tw_191501,l10n_chart_tw_standard_business,191501,預付設備款,account.data_account_type_non_current_assets,FALSE
tw_192000,l10n_chart_tw_standard_business,192000,存出保證金,account.data_account_type_non_current_assets,FALSE
tw_192001,l10n_chart_tw_standard_business,192001,存出保證金,account.data_account_type_non_current_assets,FALSE
tw_192500,l10n_chart_tw_standard_business,192500,遞延費用,account.data_account_type_non_current_assets,FALSE
tw_192501,l10n_chart_tw_standard_business,192501,遞延費用,account.data_account_type_non_current_assets,FALSE
tw_192601,l10n_chart_tw_standard_business,192601,合約取得成本,account.data_account_type_non_current_assets,FALSE
tw_192701,l10n_chart_tw_standard_business,192701,其他遞延費用,account.data_account_type_non_current_assets,FALSE
tw_193000,l10n_chart_tw_standard_business,193000,長期應收票據及款項,account.data_account_type_non_current_assets,FALSE
tw_193101,l10n_chart_tw_standard_business,193101,長期應收票據,account.data_account_type_non_current_assets,FALSE
tw_193201,l10n_chart_tw_standard_business,193201,長期應收款,account.data_account_type_non_current_assets,FALSE
tw_193701,l10n_chart_tw_standard_business,193701,催收款項,account.data_account_type_non_current_assets,FALSE
tw_193901,l10n_chart_tw_standard_business,193901,備抵呆帳-長期應收款項,account.data_account_type_non_current_assets,FALSE
tw_194101,l10n_chart_tw_standard_business,194101,存出保證票據,account.data_account_type_non_current_assets,FALSE
tw_197501,l10n_chart_tw_standard_business,197501,預付退休金-非流動,account.data_account_type_non_current_assets,FALSE
tw_198101,l10n_chart_tw_standard_business,198101,退休金基金,account.data_account_type_non_current_assets,FALSE
tw_199000,l10n_chart_tw_standard_business,199000,其他非流動資產-其他,account.data_account_type_non_current_assets,FALSE
tw_199101,l10n_chart_tw_standard_business,199101,遞延借項-聯屬公司間損失,account.data_account_type_non_current_assets,FALSE
tw_199501,l10n_chart_tw_standard_business,199501,其他非流動資產-其他,account.data_account_type_non_current_assets,FALSE
tw_199601,l10n_chart_tw_standard_business,199601,內部往來,account.data_account_type_non_current_assets,FALSE
tw_210000,l10n_chart_tw_standard_business,210000,短期借款,account.data_account_type_current_liabilities,FALSE
tw_210101,l10n_chart_tw_standard_business,210101,銀行透支,account.data_account_type_current_liabilities,FALSE
tw_210201,l10n_chart_tw_standard_business,210201,銀行借款,account.data_account_type_current_liabilities,FALSE
tw_210801,l10n_chart_tw_standard_business,210801,其他短期借款,account.data_account_type_current_liabilities,FALSE
tw_211000,l10n_chart_tw_standard_business,211000,應付短期票券,account.data_account_type_current_liabilities,FALSE
tw_211101,l10n_chart_tw_standard_business,211101,應付短期票券,account.data_account_type_current_liabilities,FALSE
tw_211901,l10n_chart_tw_standard_business,211901,應付短期票券折價,account.data_account_type_current_liabilities,FALSE
tw_212000,l10n_chart_tw_standard_business,212000,透過損益按公允價值衡量之金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_212101,l10n_chart_tw_standard_business,212101,持有供交易金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_212201,l10n_chart_tw_standard_business,212201,持有供交易金融負債評價調整-流動,account.data_account_type_current_liabilities,FALSE
tw_212301,l10n_chart_tw_standard_business,212301,原始認列時指定為透過損益按公允價值衡量之金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_212401,l10n_chart_tw_standard_business,212401,原始認列時指定為透過損益按公允價值衡量之金融負債評價調整-流動,account.data_account_type_current_liabilities,FALSE
tw_212501,l10n_chart_tw_standard_business,212501,避險之衍生金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_213001,l10n_chart_tw_standard_business,213001,按攤銷後成本衡量之金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_214501,l10n_chart_tw_standard_business,214501,以成本衡量之金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_215000,l10n_chart_tw_standard_business,215000,應付票據,account.data_account_type_current_liabilities,TRUE
tw_215101,l10n_chart_tw_standard_business,215101,應付票據,account.data_account_type_current_liabilities,TRUE
tw_215201,l10n_chart_tw_standard_business,215201,其他應付票據,account.data_account_type_current_liabilities,FALSE
tw_216000,l10n_chart_tw_standard_business,216000,應付票據-關係人,account.data_account_type_current_liabilities,FALSE
tw_216101,l10n_chart_tw_standard_business,216101,應付票據-關係人,account.data_account_type_current_liabilities,FALSE
tw_216201,l10n_chart_tw_standard_business,216201,其他應付票據-關係人,account.data_account_type_current_liabilities,FALSE
tw_217000,l10n_chart_tw_standard_business,217000,應付帳款,account.data_account_type_current_liabilities,TRUE
tw_217101,l10n_chart_tw_standard_business,217101,應付帳款,account.data_account_type_current_liabilities,TRUE
tw_217201,l10n_chart_tw_standard_business,217201,暫估應付帳款,account.data_account_type_current_liabilities,FALSE
tw_218000,l10n_chart_tw_standard_business,218000,應付帳款-關係人,account.data_account_type_current_liabilities,FALSE
tw_218101,l10n_chart_tw_standard_business,218101,應付帳款-關係人,account.data_account_type_current_liabilities,FALSE
tw_218201,l10n_chart_tw_standard_business,218201,暫估應付帳款-關係人,account.data_account_type_current_liabilities,FALSE
tw_220000,l10n_chart_tw_standard_business,220000,其他應付款,account.data_account_type_current_liabilities,FALSE
tw_220101,l10n_chart_tw_standard_business,220101,應付薪資,account.data_account_type_current_liabilities,FALSE
tw_220201,l10n_chart_tw_standard_business,220201,應付租金,account.data_account_type_current_liabilities,FALSE
tw_220301,l10n_chart_tw_standard_business,220301,應付利息,account.data_account_type_current_liabilities,FALSE
tw_220401,l10n_chart_tw_standard_business,220401,暫估應付費用,account.data_account_type_current_liabilities,FALSE
tw_220501,l10n_chart_tw_standard_business,220501,應付退休金費用,account.data_account_type_current_liabilities,FALSE
tw_220601,l10n_chart_tw_standard_business,220601,應付員工紅利,account.data_account_type_current_liabilities,FALSE
tw_220701,l10n_chart_tw_standard_business,220701,應付董監事酬勞,account.data_account_type_current_liabilities,FALSE
tw_220901,l10n_chart_tw_standard_business,220901,其他應付費用,account.data_account_type_current_liabilities,FALSE
tw_221201,l10n_chart_tw_standard_business,221201,應付土地房屋款,account.data_account_type_current_liabilities,FALSE
tw_221301,l10n_chart_tw_standard_business,221301,應付設備款,account.data_account_type_current_liabilities,FALSE
tw_221401,l10n_chart_tw_standard_business,221401,銷項稅額,account.data_account_type_current_liabilities,FALSE
tw_221501,l10n_chart_tw_standard_business,221501,應付營業稅,account.data_account_type_current_liabilities,FALSE
tw_221601,l10n_chart_tw_standard_business,221601,應付股利,account.data_account_type_current_liabilities,FALSE
tw_221901,l10n_chart_tw_standard_business,221901,其他應付款-其他,account.data_account_type_current_liabilities,FALSE
tw_222000,l10n_chart_tw_standard_business,222000,其他應付款項-關係人,account.data_account_type_current_liabilities,FALSE
tw_222001,l10n_chart_tw_standard_business,222001,其他應付款項-關係人,account.data_account_type_current_liabilities,FALSE
tw_223001,l10n_chart_tw_standard_business,223001,當期所得稅負債,account.data_account_type_current_liabilities,FALSE
tw_229900,l10n_chart_tw_standard_business,229900,代收款-關係人,account.data_account_type_current_liabilities,FALSE
tw_229901,l10n_chart_tw_standard_business,229901,代收款-關係人,account.data_account_type_current_liabilities,FALSE
tw_230000,l10n_chart_tw_standard_business,230000,其他流動負債,account.data_account_type_current_liabilities,FALSE
tw_230501,l10n_chart_tw_standard_business,230501,其他金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_231000,l10n_chart_tw_standard_business,231000,預收款項,account.data_account_type_current_liabilities,FALSE
tw_231101,l10n_chart_tw_standard_business,231101,預收貨款,account.data_account_type_current_liabilities,FALSE
tw_231301,l10n_chart_tw_standard_business,231301,預收收入∕遞延收入,account.data_account_type_current_liabilities,FALSE
tw_231401,l10n_chart_tw_standard_business,231401,預收股本,account.data_account_type_current_liabilities,FALSE
tw_231501,l10n_chart_tw_standard_business,231501,其他預收款,account.data_account_type_current_liabilities,FALSE
tw_232000,l10n_chart_tw_standard_business,232000,一年或一營業週期內到期長期負債,account.data_account_type_current_liabilities,FALSE
tw_232201,l10n_chart_tw_standard_business,232201,一年或一營業週期內到期長期借款,account.data_account_type_current_liabilities,FALSE
tw_233001,l10n_chart_tw_standard_business,233001,暫收款,account.data_account_type_current_liabilities,FALSE
tw_233500,l10n_chart_tw_standard_business,233500,代收款,account.data_account_type_current_liabilities,FALSE
tw_233501,l10n_chart_tw_standard_business,233501,代收款-所得稅,account.data_account_type_current_liabilities,FALSE
tw_233502,l10n_chart_tw_standard_business,233502,代收款-勞保費,account.data_account_type_current_liabilities,FALSE
tw_233503,l10n_chart_tw_standard_business,233503,代收款-健保費,account.data_account_type_current_liabilities,FALSE
tw_233504,l10n_chart_tw_standard_business,233504,代收款-退休金自提,account.data_account_type_current_liabilities,FALSE
tw_233509,l10n_chart_tw_standard_business,233509,代收款-其它,account.data_account_type_current_liabilities,FALSE
tw_234001,l10n_chart_tw_standard_business,234001,遞延兌換利益,account.data_account_type_current_liabilities,FALSE
tw_235501,l10n_chart_tw_standard_business,235501,應付租賃款-流動,account.data_account_type_current_liabilities,FALSE
tw_239901,l10n_chart_tw_standard_business,239901,其他流動負債-其他,account.data_account_type_current_liabilities,FALSE
tw_250000,l10n_chart_tw_standard_business,250000,透過損益按公允價值衡量之金融負債-非流動,account.data_account_type_non_current_liabilities,FALSE
